'18091802_S001_L1_E01_C6_cropped.jpg,18091802,none',
 '18091802_S001_L1_E01_C7_cropped.jpg,18091802,none',
 '18091802_S001_L1_E01_C8_cropped.jpg,18091802,none',
 '18091802_S001_L1_E02_C6_cropped.jpg,18091802,none',
 '18091802_S001_L1_E02_C7_cropped.jpg,18091802,none',
 '18091802_S001_L1_E02_C8_cropped.jpg,18091802,none',
 '18091802_S001_L1_E03_C6_cropped.jpg,18091802,none',
 '18091802_S001_L1_E03_C7_cropped.jpg,18091802,none',
 '18091802_S001_L1_E03_C8_cropped.jpg,18091802,none',
 '18091802_S001_L2_E01_C6_cropped.jpg,18091802,none',
 '18091802_S001_L2_E01_C7_cropped.jpg,18091802,none',
 '18091802_S001_L2_E01_C8_cropped.jpg,18091802,none',
 '18091802_S001_L2_E02_C6_cropped.jpg,18091802,none',
 '18091802_S001_L2_E02_C7_cropped.jpg,18091802,none',
 '18091802_S001_L2_E02_C8_cropped.jpg,18091802,none',
 '18091802_S001_L2_E03_C6_cropped.jpg,18091802,none',
 '18091802_S001_L2_E03_C7_cropped.jpg,18091802,none',
 '18091802_S001_L2_E03_C8_cropped.jpg,18091802,none',
 '18091802_S001_L3_E01_C6_cropped.jpg,18091802,none',
 '18091802_S001_L3_E01_C7_cropped.jpg,18091802,none',
 '18091802_S001_L3_E01_C8_cropped.jpg,18091802,none',
 '18091802_S001_L3_E02_C6_cropped.jpg,18091802,none',
 '18091802_S001_L3_E02_C7_cropped.jpg,18091802,none',
 '18091802_S001_L3_E02_C8_cropped.jpg,18091802,none',
 '18091802_S001_L3_E03_C6_cropped.jpg,18091802,none',
 '18091802_S001_L3_E03_C7_cropped.jpg,18091802,none',
 '18091802_S001_L3_E03_C8_cropped.jpg,18091802,none',
 '18091802_S001_L4_E01_C6_cropped.jpg,18091802,none',
 '18091802_S001_L4_E01_C7_cropped.jpg,18091802,none',
 '18091802_S001_L4_E01_C8_cropped.jpg,18091802,none',
 '18091802_S001_L4_E02_C6_cropped.jpg,18091802,none',
 '18091802_S001_L4_E02_C7_cropped.jpg,18091802,none',
 '18091802_S001_L4_E02_C8_cropped.jpg,18091802,none',
 '18091802_S001_L4_E03_C6_cropped.jpg,18091802,none',
 '18091802_S001_L4_E03_C7_cropped.jpg,18091802,none',
 '18091802_S001_L4_E03_C8_cropped.jpg,18091802,none',
 '18091802_S001_L5_E01_C6_cropped.jpg,18091802,none',
 '18091802_S001_L5_E01_C7_cropped.jpg,18091802,none',
 '18091802_S001_L5_E01_C8_cropped.jpg,18091802,none',
 '18091802_S001_L5_E02_C6_cropped.jpg,18091802,none',
 '18091802_S001_L5_E02_C7_cropped.jpg,18091802,none',
 '18091802_S001_L5_E02_C8_cropped.jpg,18091802,none',
 '18091802_S001_L5_E03_C6_cropped.jpg,18091802,none',
 '18091802_S001_L5_E03_C7_cropped.jpg,18091802,none',
 '18091802_S001_L5_E03_C8_cropped.jpg,18091802,none',
 '18091802_S002_L1_E01_C6_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E01_C7_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E01_C8_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E02_C6_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E02_C7_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E02_C8_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E03_C6_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E03_C7_cropped.jpg,18091802,acc',
 '18091802_S002_L1_E03_C8_cropped.jpg,18091802,acc',
 '18091802_S002_L2_E01_C6_cropped.jpg,18091802,acc',
 '18091802_S002_L2_E01_C7_cropped.jpg,18091802,acc',
 '18091802_S002_L2_E01_C8_cropped.jpg,18091802,acc',
 '18091802_S002_L2_E02_C6_cropped.jpg,18091802,acc',
